System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:11:06:430, 114205974890758,    0.058,    6.000, 3500,  11.087,   0.646,   0.180,  10.151,   0.592,   0.164, 28,  0,   1.531,   0.089,   0.025,   0.365,   0.021,   0.006,  65.000, 134.000, 210.000,   0.000,   0.000,   77,  12.717
15:11:06:495, 114206183178245,    0.124,    2.000, 1000,   1.887,   0.769,   0.214,   1.395,   0.683,   0.190, 28,  0,   1.281,   0.173,   0.048,   0.210,   0.035,   0.010,  65.000, 134.000, 210.000,   0.000,   0.000,   42,   6.635
15:11:06:569, 114206417777890,    0.197,    0.000, 1000,   0.878,   0.834,   0.232,   0.527,   0.721,   0.200, 28,  0,   1.151,   0.257,   0.072,   0.080,   0.041,   0.011,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   1.539
15:11:06:624, 114206595374642,    0.253,    1.000, 1000,   0.653,   0.870,   0.242,   0.411,   0.744,   0.207, 28,  0,   1.072,   0.317,   0.088,   0.024,   0.042,   0.012,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:06:679, 114206771255345,    0.308,    0.000, 1000,   0.636,   0.905,   0.251,   0.410,   0.767,   0.213, 28,  0,   1.047,   0.375,   0.104,   0.027,   0.044,   0.012,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:06:735, 114206947012601,    0.363,    1.000,  900,   0.652,   0.941,   0.261,   0.406,   0.789,   0.219, 28,  0,   1.063,   0.433,   0.120,   0.029,   0.045,   0.013,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:06:791, 114207125043515,    0.419,    0.000, 2900,   0.650,   0.977,   0.271,   0.418,   0.813,   0.226, 28,  0,   1.025,   0.490,   0.136,   0.035,   0.047,   0.013,  65.000, 134.000, 210.000,   0.000,   0.000,   74,   0.000
15:11:06:855, 114207332391047,    0.484,    1.000, 1100,   0.832,   1.031,   0.286,   0.610,   0.852,   0.237, 28,  0,   1.075,   0.560,   0.156,   0.015,   0.048,   0.013,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:06:920, 114207537878358,    0.548,    0.000, 2300,   0.986,   1.095,   0.304,   0.747,   0.900,   0.250, 27,  0,   1.073,   0.629,   0.175,   0.027,   0.050,   0.014,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:06:985, 114207746107009,    0.613,    2.000,  900,   1.013,   1.161,   0.322,   0.657,   0.943,   0.262, 27,  0,   1.154,   0.705,   0.196,   0.091,   0.056,   0.015,  65.000, 134.000, 210.000,   0.000,   0.000,   22,   0.567
15:11:07:053, 114207962179369,    0.681,    1.000, 2100,   1.631,   1.271,   0.353,   1.281,   1.030,   0.286, 27,  0,   1.125,   0.781,   0.217,   0.119,   0.064,   0.018,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   4.075
15:11:07:118, 114208169815354,    0.746,    0.000, 1000,   0.743,   1.320,   0.367,   0.467,   1.060,   0.294, 28,  0,   1.113,   0.853,   0.237,   0.026,   0.066,   0.018,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.088
15:11:07:187, 114208390469980,    0.815,    2.000, 1000,   0.908,   1.382,   0.384,   0.524,   1.096,   0.305, 28,  0,   1.158,   0.933,   0.259,   0.135,   0.075,   0.021,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   3.974
15:11:07:252, 114208599425433,    0.881,    1.000,  900,   0.696,   1.428,   0.397,   0.434,   1.125,   0.312, 28,  0,   1.094,   1.005,   0.279,   0.021,   0.076,   0.021,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:07:317, 114208805276328,    0.945,    4.000,  900,   0.872,   1.484,   0.412,   0.582,   1.162,   0.323, 27,  0,   1.072,   1.074,   0.298,   0.052,   0.080,   0.022,  65.000, 134.000, 210.000,   0.000,   0.000,   22,   0.000
15:11:07:397, 114209062560203,    1.026,    0.000, 2700,   2.320,   1.671,   0.464,   2.030,   1.326,   0.368, 28,  0,   1.119,   1.164,   0.323,   0.050,   0.084,   0.023,  65.000, 134.000, 210.000,   0.000,   0.000,  132,   0.000
15:11:07:462, 114209270672705,    1.091,    1.000,  900,   1.019,   1.738,   0.483,   0.721,   1.373,   0.381, 27,  0,   1.106,   1.236,   0.343,   0.068,   0.088,   0.024,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.918
15:11:07:517, 114209444949505,    1.145,    0.000, 2100,   1.437,   1.816,   0.504,   1.104,   1.433,   0.398, 28,  0,   1.118,   1.297,   0.360,   0.064,   0.092,   0.025,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.367
15:11:07:570, 114209615095986,    1.199,    1.000,  900,   1.050,   1.872,   0.520,   0.602,   1.465,   0.407, 28,  0,   1.052,   1.353,   0.376,   0.035,   0.093,   0.026,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:07:630, 114209806329915,    1.259,    1.000,  900,   0.710,   1.915,   0.532,   0.351,   1.486,   0.413, 28,  0,   1.051,   1.416,   0.393,   0.034,   0.095,   0.027,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:07:703, 114210037438884,    1.331,    1.000,  900,   0.677,   1.964,   0.545,   0.440,   1.518,   0.422, 28,  0,   1.042,   1.492,   0.414,   0.026,   0.097,   0.027,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   0.000
15:11:07:768, 114210246658182,    1.397,    1.000,  900,   0.817,   2.017,   0.560,   0.528,   1.553,   0.431, 28,  0,   1.063,   1.562,   0.434,   0.049,   0.101,   0.028,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:07:833, 114210454043212,    1.462,    1.000,  900,   0.779,   2.068,   0.574,   0.500,   1.585,   0.440, 27,  0,   1.045,   1.629,   0.453,   0.054,   0.104,   0.029,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.000
15:11:07:898, 114210661737430,    1.527,    1.000, 3500,   0.839,   2.122,   0.590,   0.592,   1.624,   0.451, 28,  0,   1.079,   1.700,   0.472,   0.018,   0.105,   0.029,  65.000, 134.000, 210.000,   0.000,   0.000,   76,   0.000
15:11:07:963, 114210869236101,    1.592,    0.000, 2300,   0.765,   2.172,   0.603,   0.557,   1.660,   0.461, 28,  0,   1.025,   1.766,   0.491,   0.016,   0.106,   0.030,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:08:016, 114211037098434,    1.644,    2.000,  900,   0.958,   2.222,   0.617,   0.651,   1.694,   0.471, 28,  0,   1.125,   1.825,   0.507,   0.074,   0.110,   0.031,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   0.941
15:11:08:074, 114211221442816,    1.702,    0.000, 3000,   1.295,   2.297,   0.638,   0.965,   1.750,   0.486, 28,  0,   1.093,   1.888,   0.525,   0.063,   0.114,   0.032,  65.000, 134.000, 210.000,   0.000,   0.000,  251,   5.363
15:11:08:136, 114211420133192,    1.764,    2.000, 1200,   1.372,   2.383,   0.662,   1.012,   1.813,   0.504, 27,  0,   1.141,   1.960,   0.544,   0.128,   0.122,   0.034,  65.000, 134.000, 210.000,   0.000,   0.000,   11,   2.026
15:11:08:191, 114211596444003,    1.819,    2.000,  900,   0.801,   2.427,   0.674,   0.501,   1.841,   0.511, 28,  0,   1.130,   2.022,   0.562,   0.036,   0.124,   0.034,  65.000, 134.000, 210.000,   0.000,   0.000,   27,   0.097
15:11:08:261, 114211819447759,    1.889,    3.000,  900,   1.311,   2.518,   0.700,   0.862,   1.901,   0.528, 28,  0,   1.151,   2.102,   0.584,   0.168,   0.136,   0.038,  65.000, 134.000, 210.000,   0.000,   0.000,   29,   4.368
15:11:08:320, 114212008813516,    1.949,    1.000,  900,   0.609,   2.555,   0.710,   0.325,   1.920,   0.533, 28,  0,   1.100,   2.168,   0.602,   0.026,   0.137,   0.038,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:08:387, 114212222842984,    2.016,    0.000, 2000,   1.014,   2.623,   0.728,   0.784,   1.973,   0.548, 28,  0,   1.048,   2.238,   0.622,   0.025,   0.139,   0.039,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:08:453, 114212431648670,    2.081,    1.000,  900,   0.733,   2.671,   0.742,   0.513,   2.006,   0.557, 28,  0,   1.052,   2.307,   0.641,   0.020,   0.140,   0.039,  65.000, 134.000, 210.000,   0.000,   0.000,    3,   0.000
15:11:08:509, 114212610736144,    2.137,    1.000,  900,   0.527,   2.700,   0.750,   0.310,   2.024,   0.562, 28,  0,   1.027,   2.364,   0.657,   0.020,   0.141,   0.039,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:08:567, 114212794256388,    2.195,    0.000, 2700,   1.566,   2.790,   0.775,   1.297,   2.098,   0.583, 28,  0,   1.083,   2.427,   0.674,   0.039,   0.143,   0.040,  65.000, 134.000, 210.000,   0.000,   0.000,  137,   0.000
15:11:08:632, 114213002507663,    2.260,    2.000,  900,   1.166,   2.866,   0.796,   0.790,   2.150,   0.597, 28,  0,   1.160,   2.502,   0.695,   0.103,   0.150,   0.042,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   1.209
15:11:08:695, 114213205808601,    2.324,    1.000,  900,   0.715,   2.912,   0.809,   0.452,   2.179,   0.605, 28,  0,   1.043,   2.569,   0.714,   0.039,   0.153,   0.042,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:08:769, 114213441814324,    2.398,    1.000,  900,   0.736,   2.966,   0.824,   0.471,   2.213,   0.615, 28,  0,   1.053,   2.646,   0.735,   0.035,   0.155,   0.043,  65.000, 134.000, 210.000,   0.000,   0.000,   10,   0.000
15:11:08:834, 114213648624714,    2.462,    1.000,  900,   0.732,   3.013,   0.837,   0.461,   2.243,   0.623, 28,  0,   1.060,   2.715,   0.754,   0.042,   0.158,   0.044,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:08:906, 114213878244464,    2.534,    0.000, 3800,   0.741,   3.067,   0.852,   0.486,   2.278,   0.633, 28,  0,   1.057,   2.791,   0.775,   0.032,   0.160,   0.045,  65.000, 134.000, 210.000,   0.000,   0.000,   76,   0.000
15:11:08:967, 114214072063127,    2.595,    0.000, 2900,   0.950,   3.124,   0.868,   0.732,   2.323,   0.645, 28,  0,   1.036,   2.854,   0.793,   0.027,   0.162,   0.045,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:09:019, 114214238980376,    2.647,    0.000, 1400,   0.755,   3.164,   0.879,   0.549,   2.351,   0.653, 28,  0,   1.029,   2.908,   0.808,   0.016,   0.163,   0.045,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:09:084, 114214446318056,    2.712,    2.000,  900,   0.830,   3.218,   0.894,   0.503,   2.384,   0.662, 28,  0,   1.104,   2.980,   0.828,   0.105,   0.170,   0.047,  65.000, 134.000, 210.000,   0.000,   0.000,   31,   3.346
15:11:09:155, 114214671923923,    2.783,    0.000, 2700,   1.472,   3.322,   0.923,   1.120,   2.463,   0.684, 28,  0,   1.133,   3.060,   0.850,   0.085,   0.176,   0.049,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   1.775
15:11:09:221, 114214884346587,    2.849,    1.000,  900,   1.130,   3.397,   0.944,   0.749,   2.513,   0.698, 28,  0,   1.179,   3.138,   0.872,   0.085,   0.181,   0.050,  65.000, 134.000, 210.000,   0.000,   0.000,   21,   1.786
15:11:09:287, 114215095763375,    2.916,    1.000,  900,   0.760,   3.447,   0.958,   0.502,   2.546,   0.707, 28,  0,   1.061,   3.208,   0.891,   0.040,   0.184,   0.051,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:09:355, 114215309793003,    2.983,    0.000, 2300,   0.959,   3.512,   0.975,   0.719,   2.595,   0.721, 28,  0,   1.052,   3.279,   0.911,   0.023,   0.185,   0.052,  65.000, 134.000, 210.000,   0.000,   0.000,  141,   0.000
